Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalLuasArea,UsiaRumah,TotalKamarMandi,AreaRatio
658,70,3,60.0,7200,1,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,1,11,15,1,0.0,3,1,0,2,3,3,5,0,5,0,776,776,1,4,1,4,851,651,0,1502,0,0,1,1,3,1,3,6,6,1,2,1,1931.0,1,1,270,4,4,1,0,0,112,0,0,0,0,2,2008,8,4,149000,2278,77,2,0.2086111111111111
659,50,3,78.0,17503,1,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,1,12,13,1,0.0,3,4,1,3,3,3,5,0,5,0,912,912,1,4,1,4,912,546,0,1458,0,1,1,0,3,1,3,6,6,1,2,1,1948.0,2,1,330,4,4,2,192,0,0,0,0,0,0,1,2010,8,0,97500,2370,62,2,0.08330000571330629
660,20,3,75.0,9937,1,3,3,0,0,0,7,2,2,0,2,5,7,1964,1999,3,1,8,8,1,0.0,3,2,2,3,3,3,1,637,5,0,849,1486,1,0,1,4,1486,0,0,1486,1,0,1,0,3,1,3,7,6,0,2,5,1968.0,0,2,480,4,4,2,0,0,0,0,0,0,0,3,2009,8,4,167000,2972,45,2,0.1495421153265573
661,60,3,69.0,12384,1,3,3,0,1,0,14,2,2,0,5,7,7,1976,1976,1,1,9,10,1,233.0,3,4,1,2,3,3,5,0,5,0,793,793,1,4,1,4,1142,793,0,1935,0,0,2,1,3,1,3,7,6,1,4,1,1976.0,1,2,550,4,4,2,0,113,252,0,0,0,0,11,2007,8,4,197900,2728,31,3,0.15625
662,60,3,52.0,46589,1,1,3,0,1,0,15,2,2,0,5,8,7,1994,2005,3,1,12,13,1,528.0,2,4,2,2,1,3,2,1361,4,180,88,1629,1,0,1,4,1686,762,0,2448,1,0,2,1,4,1,2,8,6,1,4,1,1994.0,1,3,711,4,4,2,517,76,0,0,0,0,0,7,2009,8,4,402000,4077,15,4,0.05254459207108974
663,20,3,120.0,13560,1,3,3,0,0,0,12,2,2,0,2,6,3,1968,1968,3,1,13,14,1,216.0,3,4,1,1,0,3,5,0,5,0,1392,1392,1,2,1,4,1392,0,0,1392,1,0,1,0,2,1,3,5,1,2,4,1,1968.0,1,2,576,4,4,2,0,0,240,0,0,0,0,7,2009,8,4,110000,2784,41,2,0.10265486725663717
664,85,3,90.0,10012,1,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,1,9,10,1,0.0,3,4,1,2,3,0,1,920,4,180,38,1138,1,4,1,4,1181,0,0,1181,1,0,2,0,3,1,3,6,6,0,2,5,1974.0,1,2,588,4,4,2,0,0,180,0,0,0,0,4,2008,8,4,137500,2319,36,3,0.1179584498601678
665,20,3,49.0,20896,1,1,3,0,1,0,21,6,2,0,2,8,5,2005,2006,1,1,12,13,1,0.0,2,4,2,0,3,2,2,1721,5,0,356,2077,1,0,1,4,2097,0,0,2097,1,0,1,1,1,1,0,8,6,1,0,1,2005.0,0,3,1134,4,4,2,192,267,0,0,0,0,0,1,2006,6,5,423000,4174,1,3,0.100354134762634
666,60,3,106.0,11194,1,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,3,3,5,0,5,0,1406,1406,1,0,1,4,1454,482,0,1936,0,0,2,1,3,1,2,7,6,1,4,1,2000.0,1,2,504,4,4,2,188,124,0,0,0,0,0,11,2006,8,4,230500,3342,6,3,0.17294979453278542
667,60,3,69.0,18450,1,0,3,0,4,0,12,2,2,0,5,6,5,1965,1979,0,5,9,10,0,113.0,3,2,1,2,3,3,3,187,4,723,111,1021,1,4,1,4,1465,915,0,2380,0,0,2,1,3,1,3,7,5,1,3,4,1965.0,2,2,596,4,4,2,0,265,0,0,0,0,0,8,2007,8,0,129000,3401,42,3,0.12899728997289972
668,20,3,65.0,8125,1,3,3,0,4,0,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,258.0,3,4,2,2,3,3,2,1138,5,0,270,1408,1,0,1,4,1679,0,0,1679,1,0,2,0,3,1,2,7,6,1,1,1,1994.0,1,2,575,4,4,2,224,42,0,0,0,0,0,10,2008,8,4,193500,3087,14,3,0.20664615384615384
669,20,3,69.0,14175,1,3,0,0,0,1,19,2,2,0,2,5,6,1956,1987,1,1,5,14,1,0.0,3,4,1,3,3,3,4,988,5,0,200,1188,1,2,1,4,1437,0,0,1437,1,0,1,1,3,1,3,6,3,1,4,5,1999.0,2,2,576,4,4,2,304,0,0,0,0,0,0,11,2006,8,4,168000,2625,50,3,0.10137566137566137
670,30,3,80.0,11600,1,3,3,0,4,0,6,2,2,0,2,4,5,1922,1950,1,1,8,8,1,0.0,3,4,0,1,3,3,5,0,5,0,700,700,1,0,1,4,1180,0,0,1180,0,0,1,0,2,1,1,5,6,1,2,5,1922.0,2,1,252,4,1,2,0,0,67,0,0,0,0,7,2006,8,4,137500,1880,84,1,0.10172413793103448
671,60,3,64.0,8633,1,3,3,0,2,0,5,2,2,0,5,6,5,2005,2005,1,1,12,13,1,0.0,2,4,2,2,3,3,2,193,5,0,545,738,1,0,1,4,738,738,0,1476,1,0,2,1,3,1,2,7,6,0,2,1,2005.0,0,2,540,4,4,2,100,35,0,0,0,0,0,2,2009,8,4,173500,2214,4,4,0.17097185219506544
672,70,2,54.0,6629,1,3,3,0,4,0,7,0,2,0,5,6,6,1925,1950,2,1,13,14,1,0.0,3,2,0,3,3,3,1,551,5,0,121,672,1,4,0,4,697,672,0,1369,1,0,2,0,3,1,3,6,6,0,2,5,1930.0,2,1,300,4,4,2,147,0,0,0,0,0,0,7,2009,8,4,103600,2041,84,3,0.2065168200331875
673,20,3,69.0,11250,1,0,3,0,4,0,24,2,2,0,2,6,6,1977,1977,1,1,9,10,1,0.0,2,4,1,2,3,3,0,767,5,0,441,1208,1,4,1,4,1208,0,0,1208,1,0,1,1,3,1,3,6,6,1,4,1,1977.0,1,2,546,4,4,2,198,42,0,0,0,0,0,6,2006,8,4,165000,2416,29,3,0.10737777777777778
674,20,3,110.0,14442,1,3,3,0,4,0,6,2,2,0,2,6,7,1957,2004,3,1,5,5,1,106.0,3,4,2,3,3,3,2,1186,5,0,291,1477,1,0,1,4,1839,0,0,1839,1,0,2,0,3,1,2,7,6,2,4,1,1957.0,0,2,416,4,4,2,0,87,0,0,200,0,0,6,2007,8,4,257500,3316,50,3,0.1273369339426672
675,20,3,80.0,9200,1,3,3,0,4,0,12,2,2,0,2,6,6,1965,1965,1,1,6,6,1,0.0,3,4,1,3,3,3,4,892,5,0,244,1136,1,4,1,4,1136,0,0,1136,1,0,1,0,3,1,3,5,6,1,2,1,1965.0,1,1,384,4,4,2,426,0,0,0,0,0,0,7,2008,8,4,140000,2272,43,2,0.12347826086956522
676,160,3,24.0,2289,1,3,3,0,4,0,13,2,2,3,5,6,6,1978,1978,1,1,9,2,1,0.0,3,4,1,3,3,3,0,311,5,0,544,855,1,4,1,4,855,586,0,1441,0,0,2,1,3,1,3,7,6,1,4,1,1978.0,2,2,440,4,4,2,28,0,0,0,0,0,0,4,2009,8,4,148500,2296,31,3,0.6295325469637396
677,70,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,5,4,2,1900,1950,1,1,0,12,1,0.0,3,4,0,3,0,3,5,0,5,0,1095,1095,2,1,0,4,1095,679,0,1774,1,0,2,0,4,2,3,8,3,0,2,0,1920.0,2,3,779,1,1,0,0,0,90,0,0,0,0,5,2006,8,4,87000,2869,106,3,0.18479166666666666
678,30,3,52.0,9022,1,3,3,0,4,0,17,2,2,0,2,5,8,1924,2006,1,1,12,13,1,0.0,2,4,0,3,3,3,5,0,5,0,768,768,1,0,1,4,792,0,0,792,0,0,1,0,2,1,2,5,6,0,2,5,1924.0,2,1,240,1,1,0,316,0,120,0,0,0,0,5,2009,8,4,109500,1560,85,1,0.08778541343382842
679,20,3,80.0,11844,1,0,3,0,4,0,22,2,2,0,2,8,5,2008,2008,3,1,12,13,2,464.0,2,4,2,0,3,2,5,0,5,0,2046,2046,1,0,1,4,2046,0,0,2046,0,0,2,1,3,1,2,7,6,1,2,1,2008.0,0,3,834,4,4,2,322,82,0,0,0,0,0,7,2009,6,5,372500,4092,1,3,0.17274569402228976
680,20,3,69.0,9945,1,0,3,0,4,0,19,2,2,0,2,5,5,1961,1961,3,1,13,14,1,57.0,3,4,1,3,3,3,4,827,5,0,161,988,1,4,1,4,988,0,0,988,1,0,1,0,3,1,3,5,6,0,2,5,1963.0,2,2,572,4,4,2,0,0,0,0,0,0,0,10,2007,8,4,128500,1976,46,2,0.09934640522875816
681,120,3,50.0,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1980,1980,1,1,9,10,1,0.0,3,4,1,2,3,3,1,543,1,119,261,923,1,4,1,4,923,0,0,923,0,0,2,0,2,1,3,5,6,1,4,1,1980.0,1,1,264,4,4,2,80,0,0,0,0,0,0,5,2010,8,4,143000,1846,30,2,0.11520219670494258
682,50,2,55.0,4500,1,1,0,0,4,0,18,2,2,0,0,5,5,1932,2000,1,1,12,12,1,0.0,3,4,0,3,3,3,4,182,5,0,611,793,1,0,1,4,848,672,0,1520,0,0,1,0,3,1,3,6,6,0,2,5,1968.0,2,1,281,4,4,2,0,0,56,0,0,0,0,7,2009,8,0,159434,2313,77,1,0.3377777777777778
683,120,3,69.0,2887,1,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,1,13,14,1,0.0,3,4,2,2,3,2,2,1003,5,0,288,1291,1,0,1,4,1291,0,0,1291,1,0,1,0,2,1,2,6,6,1,2,1,1996.0,2,2,431,4,4,2,307,0,0,0,0,0,0,11,2008,8,4,173000,2582,12,2,0.4471770003463803
684,20,3,90.0,11248,1,0,3,0,0,0,5,2,2,0,2,9,5,2002,2002,3,1,12,13,2,215.0,2,4,2,2,3,0,2,1059,5,0,567,1626,1,0,1,4,1668,0,0,1668,1,0,2,0,3,1,2,7,6,1,4,1,2002.0,0,3,702,4,4,2,257,45,0,0,0,0,0,7,2007,8,4,285000,3294,5,3,0.14829302987197723
685,60,3,58.0,16770,1,1,3,0,1,0,15,2,2,0,5,7,5,1998,1998,1,1,12,13,1,30.0,2,4,2,2,3,3,5,0,5,0,1195,1195,1,2,1,4,1195,644,0,1839,0,0,2,1,4,1,3,7,6,0,2,1,1998.0,0,2,486,4,4,2,0,81,0,0,0,0,0,6,2010,8,4,221000,3034,12,3,0.10966010733452594
686,160,3,69.0,5062,1,0,3,0,1,0,22,2,2,4,5,7,5,1984,1984,1,1,6,6,1,0.0,2,4,1,2,3,2,2,828,3,182,180,1190,1,2,1,4,1190,900,0,2090,1,0,2,0,3,1,2,6,2,1,4,1,1984.0,0,2,577,4,4,2,219,0,0,0,0,0,0,9,2007,8,4,207500,3280,23,3,0.4128802844725405
687,60,1,84.0,10207,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,874,874,1,0,1,4,874,887,0,1761,0,0,3,0,3,1,2,7,6,0,2,1,2007.0,0,2,578,4,4,2,144,105,0,0,0,0,0,8,2007,6,5,227875,2635,0,3,0.17252865680415402
688,160,1,69.0,5105,1,1,3,0,2,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,1,0.0,2,4,2,2,3,3,2,239,5,0,312,551,1,0,1,4,551,551,0,1102,0,0,2,1,2,1,2,4,6,0,2,5,2004.0,2,2,480,4,4,2,0,60,0,0,0,0,0,3,2007,8,4,148800,1653,3,3,0.2158667972575906
689,20,3,60.0,8089,1,3,1,0,4,0,22,2,2,0,2,8,6,2007,2007,1,1,8,8,1,0.0,2,4,2,2,3,0,2,945,5,0,474,1419,1,0,1,4,1419,0,0,1419,1,0,2,0,2,1,2,7,6,1,2,1,2007.0,1,2,567,4,4,2,140,0,0,0,0,0,0,10,2007,6,5,392000,2838,0,3,0.1754234145135369
690,120,3,61.0,7577,1,0,3,0,0,0,16,2,2,4,2,6,5,2005,2006,1,1,12,13,2,256.0,2,4,2,2,3,0,0,20,5,0,1342,1362,1,0,1,4,1362,0,0,1362,0,0,2,0,2,1,2,6,6,1,2,1,2005.0,1,2,460,4,4,2,192,28,0,0,0,0,0,6,2007,8,4,194700,2724,2,2,0.17975452025867758
691,120,4,69.0,4426,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,147.0,2,4,2,2,3,1,2,697,5,0,151,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,6,1,4,1,2004.0,1,2,420,4,4,2,149,0,0,0,0,0,0,5,2008,8,4,141000,1696,4,2,0.19159511974694984
692,60,3,104.0,21535,1,0,3,0,0,0,15,2,2,0,5,10,6,1994,1995,1,7,6,6,1,1170.0,0,4,2,0,3,1,2,1455,5,0,989,2444,1,0,1,4,2444,1872,0,4316,0,1,3,1,4,1,0,10,6,2,0,1,1994.0,0,3,832,4,4,2,382,50,0,0,0,0,0,1,2007,8,4,755000,6760,13,5,0.200417924309264
693,60,3,42.0,26178,1,0,3,0,4,1,23,2,2,0,5,7,5,1989,1990,3,1,8,8,1,293.0,2,4,2,2,3,1,2,965,5,0,245,1210,1,0,1,4,1238,1281,0,2519,1,0,2,1,4,1,2,9,6,2,2,1,1989.0,1,2,628,4,4,2,320,27,0,0,0,0,0,4,2006,8,4,335000,3729,17,4,0.09622583849033539
694,30,3,60.0,5400,1,3,3,0,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,1,0.0,3,4,0,3,3,3,5,0,5,0,1073,1073,1,0,1,4,1073,0,0,1073,0,0,1,0,2,1,3,4,6,0,2,5,1968.0,2,1,326,4,4,2,0,0,112,0,0,0,0,12,2006,8,0,108480,2146,85,1,0.19870370370370372
695,50,4,51.0,6120,1,3,3,0,0,0,3,2,2,0,0,5,6,1936,1950,1,1,13,14,1,0.0,3,1,0,3,3,3,5,0,5,0,927,927,1,4,1,4,1067,472,0,1539,0,0,1,1,3,1,3,5,6,0,2,5,1995.0,2,2,576,4,4,2,112,0,0,0,0,0,0,4,2009,8,4,141500,2466,73,2,0.2514705882352941
696,20,3,54.0,13811,1,0,3,0,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,1,72.0,3,4,1,2,1,3,2,980,3,40,92,1112,1,2,1,4,1137,0,0,1137,1,0,2,0,2,1,2,5,6,1,4,1,1987.0,2,2,551,4,4,2,125,0,0,0,0,0,0,7,2006,8,4,176000,2249,19,3,0.0823256824270509
697,30,4,50.0,6000,1,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,13,15,1,0.0,3,4,1,3,3,3,3,616,5,0,0,616,1,2,1,4,616,0,0,616,0,0,1,0,2,1,3,4,6,0,2,5,1921.0,2,1,205,4,4,2,0,0,129,0,0,0,0,6,2006,8,4,89000,1232,85,1,0.10266666666666667
698,20,3,57.0,6420,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,1,13,14,1,0.0,3,4,2,0,1,2,3,210,0,551,219,980,1,1,1,0,1148,0,0,1148,0,1,1,0,2,1,3,6,6,0,2,5,1952.0,2,1,308,4,4,2,0,0,0,0,0,0,0,9,2006,8,4,123500,2128,54,2,0.17881619937694704
699,20,3,65.0,8450,1,3,3,0,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,1,0.0,3,2,1,3,3,3,2,553,1,117,224,894,1,0,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,5,1973.0,2,1,336,4,4,2,416,144,0,0,0,0,0,4,2010,8,4,138500,1788,45,2,0.10579881656804734
700,120,1,59.0,4282,1,1,3,0,4,0,21,2,2,4,2,7,5,2004,2004,1,1,8,8,1,0.0,2,4,2,2,3,2,2,16,5,0,1375,1391,1,0,1,4,1391,0,0,1391,0,0,2,0,2,1,2,5,6,0,2,1,2004.0,1,2,530,4,4,2,156,158,0,0,0,0,0,7,2008,8,4,196000,2782,4,2,0.32484820177487156
701,20,3,85.0,14331,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2002,3,1,12,13,1,630.0,2,4,2,0,3,1,2,1274,5,0,526,1800,1,0,1,4,1800,0,0,1800,1,0,2,0,3,1,2,7,6,1,2,1,2002.0,0,3,765,4,4,2,270,78,0,0,0,0,0,5,2006,8,4,312500,3600,4,3,0.1256018421603517
702,20,3,80.0,9600,1,3,3,0,4,0,14,2,2,0,2,7,5,1969,1969,3,1,6,6,1,168.0,3,4,1,3,3,3,5,0,5,0,1164,1164,1,4,1,4,1164,0,0,1164,0,0,1,1,3,1,3,6,6,0,2,1,1969.0,2,2,528,4,4,2,0,0,0,0,0,0,0,7,2006,0,4,140000,2328,37,2,0.12125
703,60,3,82.0,12438,1,0,3,0,4,0,22,2,2,0,5,8,5,2006,2006,3,1,12,13,1,466.0,0,4,2,0,1,3,5,0,5,0,1234,1234,1,0,1,4,1264,1312,0,2576,0,0,2,1,4,1,0,10,6,1,2,3,2006.0,0,3,666,4,4,2,324,100,0,0,0,0,0,7,2006,6,5,361919,3810,0,3,0.20710725196977006
704,190,4,76.0,7630,1,3,3,0,4,0,17,1,2,1,5,5,9,1900,1996,1,1,13,14,1,0.0,3,2,0,2,3,3,5,0,5,0,360,360,1,2,1,4,1032,780,0,1812,0,0,2,0,4,2,2,8,6,1,3,5,1999.0,2,2,672,4,4,0,344,0,40,0,0,0,0,5,2010,8,4,140000,2172,110,2,0.23748361730013107
705,20,3,70.0,8400,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,1,12,13,1,109.0,2,4,2,2,3,0,2,712,5,0,761,1473,1,0,1,4,1484,0,0,1484,1,0,2,0,3,1,2,7,6,0,2,1,2004.0,1,2,606,4,4,2,0,35,0,144,0,0,0,5,2010,8,4,213000,2957,6,3,0.17666666666666667
706,190,4,70.0,5600,1,3,3,0,4,0,9,2,2,1,5,4,5,1930,1950,3,1,12,15,1,0.0,1,1,3,3,3,3,5,0,5,0,0,0,1,1,0,4,372,720,0,1092,0,0,2,0,3,2,1,7,4,0,2,1,1980.0,2,0,0,4,4,0,0,0,0,0,0,0,3500,7,2010,8,4,55000,1092,80,2,0.195
707,20,3,69.0,115149,1,1,2,0,1,2,4,2,2,0,2,7,5,1971,2002,1,1,9,10,2,351.0,3,4,1,2,3,1,2,1219,5,0,424,1643,1,4,1,4,1824,0,0,1824,1,0,2,0,2,1,2,5,6,2,4,1,1971.0,2,2,739,4,4,2,380,48,0,0,0,0,0,6,2007,8,4,302000,3467,36,3,0.015840345986504443
708,120,3,48.0,6240,1,3,3,0,4,0,16,2,2,4,2,8,5,2006,2006,3,1,8,8,1,176.0,2,4,2,2,3,3,2,863,5,0,461,1324,1,0,1,4,1324,0,0,1324,1,0,2,0,2,1,2,6,6,1,2,1,2006.0,0,2,550,4,4,2,192,38,0,0,0,0,0,12,2009,8,4,254000,2648,3,3,0.21217948717948718
709,60,3,65.0,9018,1,0,3,0,4,0,8,2,2,0,5,7,5,2007,2007,3,1,12,13,1,0.0,2,4,2,2,3,0,5,0,5,0,728,728,1,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2007.0,0,2,400,4,4,2,100,24,0,0,0,0,0,7,2007,6,5,179540,2184,0,3,0.1614548680416944
710,20,3,69.0,7162,1,0,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,41.0,3,4,2,3,3,3,5,0,5,0,876,876,1,4,1,4,904,0,0,904,0,0,1,0,3,1,3,6,6,0,2,1,1966.0,2,1,408,4,4,2,0,0,0,0,0,0,0,12,2008,8,0,109900,1780,42,1,0.12622172577492322
711,30,3,56.0,4130,1,0,3,0,4,0,3,2,2,0,2,3,6,1935,2003,1,1,12,13,1,0.0,2,4,1,3,3,3,5,0,5,0,270,270,1,2,1,4,729,0,0,729,0,0,1,0,2,1,3,5,1,0,2,1,1980.0,2,0,0,4,4,0,0,0,0,0,0,0,0,7,2008,8,4,52000,999,73,1,0.1765133171912833
712,50,0,66.0,8712,1,3,1,0,4,1,9,2,2,0,0,4,7,1900,1950,1,1,8,8,1,0.0,3,4,4,3,3,2,5,0,5,0,859,859,1,2,1,4,859,319,0,1178,0,0,1,0,2,1,3,7,6,0,2,5,1964.0,1,1,384,4,4,0,68,0,98,0,0,0,0,1,2010,8,0,102776,2037,110,1,0.13521579430670339
713,120,3,40.0,4671,1,0,1,0,4,0,22,2,2,4,2,8,5,1988,1989,1,1,6,6,1,0.0,2,4,2,2,3,2,2,767,5,0,461,1228,1,2,1,4,1228,0,0,1228,1,0,2,0,2,1,2,5,6,1,2,1,1988.0,0,2,472,4,4,2,168,120,0,0,0,0,0,10,2008,8,4,189000,2456,20,3,0.2628987368871762
714,190,3,60.0,9873,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,6,6,1,160.0,3,4,1,3,3,0,0,789,5,0,171,960,2,4,0,4,960,0,0,960,1,0,1,0,3,1,3,6,6,0,2,5,1970.0,2,2,576,4,4,2,0,288,0,0,0,0,0,5,2006,8,4,129000,1920,36,2,0.09723488301428138
715,60,3,69.0,13517,1,0,3,0,1,0,19,5,2,0,5,6,8,1976,2005,1,1,6,10,1,289.0,2,4,1,3,3,3,2,533,5,0,192,725,1,0,1,4,725,754,0,1479,0,0,2,1,3,1,2,6,6,0,2,1,1976.0,1,2,475,4,4,2,0,44,0,0,0,0,0,3,2010,8,4,130500,2204,34,3,0.10941777021528445
716,20,3,78.0,10140,1,3,3,0,4,0,14,2,2,0,2,6,5,1974,1974,3,1,6,6,1,174.0,3,4,1,2,3,3,5,0,5,0,1064,1064,1,4,1,4,1350,0,0,1350,0,0,2,0,3,1,3,7,6,1,4,1,1974.0,1,2,478,4,4,2,0,0,0,0,0,0,0,8,2009,8,4,165000,2414,35,2,0.13313609467455623
717,70,4,60.0,10800,1,3,0,0,4,0,17,2,2,0,5,7,8,1890,1998,1,1,13,13,1,0.0,3,2,0,3,3,3,5,0,5,0,718,718,1,0,1,4,1576,978,0,2554,0,0,1,1,3,1,3,8,6,0,2,5,1996.0,2,2,704,4,4,1,0,48,143,0,0,0,0,7,2007,8,4,159500,3272,117,2,0.2364814814814815
718,20,3,80.0,10000,1,3,3,0,4,0,14,2,2,0,2,5,6,1973,2000,1,1,6,6,1,0.0,3,4,1,2,3,3,1,1084,5,0,92,1176,1,2,1,4,1178,0,0,1178,0,1,1,1,3,1,2,5,6,1,1,1,1973.0,2,2,439,4,4,2,224,0,0,0,0,0,0,11,2008,8,4,157000,2354,35,3,0.1178
719,60,3,96.0,10542,1,3,3,0,4,0,15,2,2,0,5,7,5,1993,1994,3,1,13,7,1,651.0,2,4,2,2,3,1,2,1173,5,0,138,1311,1,0,1,4,1325,1093,0,2418,1,0,2,1,3,1,2,9,6,1,4,1,1993.0,1,3,983,4,4,2,250,154,216,0,0,0,0,8,2008,8,4,341000,3729,15,4,0.22936824132043254
720,20,3,69.0,9920,1,0,3,0,4,0,5,2,2,0,2,5,6,1969,1969,1,1,6,10,1,0.0,3,4,1,2,3,1,0,523,5,0,448,971,1,4,1,4,971,0,0,971,0,0,1,1,3,1,3,5,6,1,3,1,1969.0,2,1,300,4,4,2,0,0,0,0,0,0,0,5,2006,8,4,128500,1942,37,2,0.09788306451612903
721,120,3,69.0,6563,1,0,2,0,1,1,22,2,2,0,2,8,5,1985,1985,1,1,6,6,1,0.0,2,4,2,2,3,1,2,1148,5,0,594,1742,1,4,1,4,1742,0,0,1742,1,0,2,0,2,1,2,5,6,1,4,1,1985.0,1,2,564,4,4,2,114,28,234,0,0,0,0,12,2006,8,4,275000,3484,21,3,0.2654273960079232
722,120,4,69.0,4426,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,169.0,2,4,2,2,3,0,2,662,5,0,186,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,6,0,2,1,2004.0,1,2,420,4,4,2,160,0,0,0,0,0,0,5,2010,8,4,143000,1696,6,2,0.19159511974694984
723,20,3,70.0,8120,1,3,3,0,4,0,12,2,2,0,2,4,7,1970,1970,1,1,8,8,1,0.0,3,2,1,3,3,3,0,191,5,0,673,864,1,0,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,2,5,1994.0,2,2,463,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,124500,1728,39,1,0.10640394088669951
724,50,3,60.0,8172,1,3,3,0,4,0,7,2,2,0,0,4,6,1954,1972,1,1,8,8,1,0.0,3,4,2,3,3,3,5,0,5,0,941,941,1,0,1,4,997,473,0,1470,0,0,2,0,4,1,3,7,6,0,2,5,1958.0,2,1,548,4,4,2,0,0,0,0,156,0,0,5,2008,8,4,135000,2411,54,2,0.17988252569750368
725,20,3,86.0,13286,1,0,3,0,4,0,7,2,2,0,2,9,5,2007,2008,3,1,5,5,2,340.0,0,4,2,0,3,3,2,1234,5,0,464,1698,1,0,1,4,1698,0,0,1698,1,0,2,0,3,1,0,8,6,1,2,1,2007.0,0,3,768,4,4,2,327,64,0,0,0,0,0,2,2009,8,4,320000,3396,2,3,0.1278037031461689
726,20,3,60.0,6960,1,3,3,0,4,0,12,2,2,0,2,4,6,1970,1970,1,1,6,10,1,0.0,3,4,1,3,3,3,0,375,1,239,250,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,2,5,6,0,2,5,1989.0,2,2,660,4,4,2,96,0,0,0,0,0,500,11,2009,8,4,120500,1728,39,1,0.12413793103448276
727,20,3,69.0,21695,1,0,3,0,0,0,6,2,2,0,2,6,9,1988,2007,3,1,13,10,1,260.0,2,2,1,2,3,3,2,808,5,0,72,880,1,0,1,4,1680,0,0,1680,1,0,2,0,3,1,2,5,6,1,2,1,1988.0,0,2,540,4,4,2,292,44,0,182,0,0,0,12,2009,8,4,222000,2560,21,3,0.07743719751094723
728,20,3,64.0,7314,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,2,82.0,2,4,2,2,3,0,2,724,5,0,508,1232,1,0,1,4,1232,0,0,1232,1,0,2,0,2,1,2,6,6,0,2,1,2007.0,1,2,632,4,4,2,132,0,0,0,0,0,0,2,2009,8,4,194500,2464,2,3,0.16844407984686902
729,90,3,85.0,11475,1,3,3,0,0,0,12,2,2,2,2,5,5,1958,1958,1,1,12,13,1,95.0,3,4,1,3,3,3,5,0,5,0,1584,1584,1,4,1,4,1776,0,0,1776,1,0,2,0,4,2,3,9,6,0,2,5,1968.0,2,3,888,4,4,2,0,25,0,0,0,0,0,7,2009,0,0,110000,3360,51,3,0.15477124183006535
