LotShape,LotConfig,Neighborhood,HouseStyle,YearRemodAdd,BsmtFinType1,HeatingQC,FullBath,HalfBath,GarageType,GarageFinish,MoSold,YrSold,SalePrice
3,4,19,2,1954,1,4,1,0,1,2,6,2008,165000
3,4,20,2,1979,5,4,2,0,1,2,6,2009,118858
3,4,12,5,1963,1,4,1,1,1,1,10,2008,140000
3,4,9,2,1950,0,0,1,0,5,2,4,2006,106500
3,4,20,5,1979,5,4,2,0,5,2,6,2009,142953
0,4,16,2,2010,2,0,2,1,1,0,3,2010,611657
3,4,19,2,1994,1,4,1,0,1,2,6,2006,135000
0,4,12,2,1971,0,4,1,0,5,2,6,2007,110000
0,4,12,2,2000,1,4,1,0,5,2,5,2009,153000
3,4,8,5,2003,5,0,2,1,1,0,7,2006,180000
0,1,8,2,2006,5,0,2,0,1,1,8,2006,240000
0,4,19,2,1967,2,4,1,0,1,2,8,2007,125500
3,4,12,2,1954,4,4,1,0,1,1,2,2010,128000
0,0,21,2,2006,2,0,2,0,1,1,6,2007,255000
0,4,6,0,1987,4,2,1,1,1,0,6,2006,250000
0,4,11,2,1983,1,4,1,0,1,2,6,2006,131000
1,4,8,5,2005,5,0,2,1,1,0,6,2009,174000
3,0,12,5,1960,4,4,2,0,5,2,1,2010,154300
0,1,5,2,1989,0,4,1,1,5,2,10,2009,143500
3,4,3,2,1950,4,4,1,0,5,2,7,2006,88000
3,4,6,5,1950,1,4,2,0,0,2,8,2007,145000
3,4,21,5,2009,2,0,2,1,5,1,6,2009,173733
3,4,10,5,1970,5,1,1,1,1,2,1,2007,75000
3,4,9,2,1950,1,4,0,0,5,2,10,2006,35311
3,4,7,2,1956,0,0,1,0,1,1,4,2009,135000
0,0,20,5,1991,1,0,2,1,1,1,11,2007,238000
0,0,12,2,2002,0,0,1,0,1,2,5,2008,176500
0,4,20,5,1994,2,0,2,1,1,1,7,2007,201000
3,4,7,0,2003,0,2,2,2,1,2,9,2008,145900
3,4,8,2,2006,2,0,2,0,1,0,10,2006,169990
3,4,20,2,1994,3,0,2,0,1,1,7,2008,193000
3,4,14,2,1980,1,4,2,0,1,2,5,2006,207500
0,0,14,2,1977,0,4,2,0,1,1,3,2008,175000
3,4,16,5,2004,5,0,2,1,3,0,5,2007,285000
3,4,14,5,1968,1,2,2,1,1,1,4,2008,176000
3,4,5,2,2001,5,0,2,0,1,1,6,2009,236500
0,0,8,5,1997,5,2,2,1,3,0,11,2006,222000
0,4,23,2,2007,2,0,2,0,1,0,7,2009,201000
3,4,12,2,1965,1,0,1,0,5,2,7,2009,117500
0,0,21,2,2006,5,0,2,0,1,0,3,2007,320000
3,2,5,2,2004,2,0,2,0,1,1,8,2009,190000
1,4,12,2,2007,2,0,2,0,1,1,11,2008,242000
0,4,3,2,1953,5,2,1,0,5,2,6,2006,79900
3,4,20,2,2003,2,0,2,0,1,1,8,2009,184900
3,4,21,5,2005,2,0,2,1,1,1,2,2009,253000
3,4,5,5,2006,2,0,2,1,1,1,8,2006,239799
3,4,4,5,1950,5,0,2,0,1,2,6,2010,244400
0,4,11,2,1976,4,4,2,0,1,2,7,2006,150900
0,2,8,5,1999,0,0,2,1,3,1,6,2009,214000
0,4,7,2,1977,2,4,2,0,1,2,8,2007,150000
3,4,11,2,1967,5,4,2,0,1,2,6,2007,143000
0,1,23,7,1958,2,2,1,0,2,1,1,2009,137500
3,0,17,0,1996,3,4,1,0,5,2,9,2009,124900
3,4,12,7,1959,0,4,1,0,1,1,3,2006,143000
3,4,23,2,2003,2,0,2,0,1,0,11,2007,270000
0,4,5,5,2002,5,0,2,1,1,1,2,2006,192500
3,4,14,2,2006,0,4,1,1,1,1,3,2010,197500
3,4,12,2,2002,0,2,1,0,5,1,7,2007,129000
3,0,20,2,1965,1,2,1,0,5,2,7,2006,119900
3,4,5,6,2003,2,2,1,0,5,0,4,2009,133900
0,4,11,5,1969,0,0,2,1,1,1,9,2008,172000
0,1,7,6,1975,2,4,2,0,1,2,10,2006,127500
0,4,6,5,1950,4,4,2,0,1,2,8,2007,145000
3,4,1,5,1980,0,4,1,1,1,0,5,2009,124000
3,4,19,2,1962,4,4,1,0,5,0,4,2007,132000
3,4,5,2,2003,2,0,2,0,1,1,10,2007,185000
3,2,21,5,1999,0,0,2,1,5,2,5,2010,155000
0,4,3,2,2008,1,2,1,0,1,2,2,2010,116500
0,0,14,5,1995,0,4,2,1,1,0,7,2008,272000
3,0,13,5,1976,0,4,2,1,5,2,7,2007,155000
0,0,5,2,2007,5,0,2,0,1,0,5,2009,239000
3,0,23,5,2003,2,0,2,1,3,0,2,2010,214900
3,4,8,5,2007,5,0,2,1,1,0,7,2007,178900
0,4,6,0,1950,4,0,1,1,5,2,6,2009,160000
0,4,12,2,1955,0,4,1,0,1,2,7,2008,135000
3,4,17,0,1950,5,1,1,0,1,2,5,2009,37900
3,4,12,7,1958,0,4,1,0,1,1,3,2006,140000
3,4,12,0,1950,5,4,1,1,1,2,12,2006,135000
3,4,16,5,2004,2,0,2,0,3,1,7,2009,173000
3,4,20,2,1979,5,4,2,0,1,2,4,2010,99500
3,0,21,2,2008,5,0,2,0,1,0,12,2008,182000
0,0,3,5,1993,5,4,1,0,5,2,10,2009,167500
3,2,21,5,2000,2,0,2,1,5,2,4,2006,165000
0,4,3,2,1958,5,4,1,0,1,2,8,2006,85500
0,4,21,2,2007,2,0,1,1,1,0,11,2007,199900
3,4,7,2,1954,3,0,1,0,5,2,5,2007,110000
3,0,19,2,1963,4,4,1,0,5,2,6,2009,139000
0,0,12,6,2007,0,2,1,0,1,1,7,2008,178400
0,0,15,5,1999,2,0,2,1,1,0,7,2009,336000
3,4,0,2,2007,5,0,2,0,1,0,3,2008,159895
3,0,5,5,2002,5,0,2,1,1,2,5,2008,255900
3,4,11,0,1977,5,4,2,0,1,2,8,2009,126000
3,4,7,2,1950,0,4,1,0,5,2,8,2008,125000
3,0,17,0,2003,5,2,1,0,1,2,6,2006,117000
0,4,16,2,2010,2,0,2,1,1,0,4,2010,395192
0,4,14,5,1976,3,4,2,1,1,0,6,2007,195000
3,4,21,5,2006,5,0,2,1,1,1,8,2006,197000
3,4,15,5,1998,2,0,2,1,1,0,6,2006,348000
3,0,17,5,1986,1,2,1,1,1,2,11,2009,168000
3,4,12,5,1993,1,2,2,1,1,1,7,2007,187000
3,4,5,5,2006,5,0,2,1,1,1,8,2006,173900
3,2,16,2,2007,2,0,2,0,1,0,7,2009,337500
0,4,3,0,1950,0,4,1,1,5,2,8,2006,121600
0,4,12,2,1961,4,4,1,0,1,2,1,2006,136500
0,4,14,2,1970,5,4,2,0,1,1,2,2009,185000
3,4,9,2,1950,5,1,1,0,5,2,5,2006,91000
3,4,5,2,2006,2,0,2,0,1,1,2,2010,206000
3,0,7,2,1952,5,1,1,0,5,2,7,2009,82000
3,0,17,2,1950,5,0,1,0,5,2,1,2007,86000
0,4,21,2,2006,2,0,2,0,1,1,7,2008,232000
0,0,14,2,1976,5,1,2,0,5,2,6,2007,136905
3,4,0,2,2006,2,0,2,0,1,0,5,2009,181000
3,4,5,7,1977,2,4,2,0,1,2,11,2008,149900
2,4,12,2,1970,3,2,2,0,1,2,3,2007,163500
3,4,10,5,1970,1,4,1,1,1,1,8,2009,88000
0,1,11,2,2005,5,0,2,0,1,0,4,2009,240000
3,4,18,0,1950,5,0,2,0,1,2,6,2006,102000
3,4,19,0,1950,5,4,2,0,1,2,8,2008,135000
3,4,7,2,1965,5,4,2,0,1,2,5,2010,100000
3,4,6,5,1996,5,4,1,1,5,2,8,2007,165000
3,4,17,2,2006,0,4,1,0,5,2,6,2009,85000
3,4,12,2,1950,1,4,1,0,5,2,11,2007,119200
3,4,14,5,2001,2,0,2,1,1,0,11,2009,227000
3,4,5,2,1996,2,0,2,0,1,0,6,2009,203000
0,1,22,2,1984,2,2,1,0,1,1,8,2009,187500
0,2,8,7,1992,5,2,2,1,1,1,5,2007,160000
3,4,0,2,2005,2,0,2,0,1,0,4,2006,213490
3,4,7,2,2005,2,0,1,1,1,0,6,2008,176000
3,4,5,2,2006,2,0,2,0,1,1,7,2006,194000
3,4,17,0,1950,3,2,1,0,5,2,3,2007,87000
3,4,0,2,2006,2,0,2,0,1,0,5,2008,191000
0,0,23,2,1976,0,4,2,0,1,0,5,2008,287000
3,0,5,2,1972,3,4,1,0,5,2,3,2007,112500
3,4,12,2,1960,4,4,1,0,1,2,4,2010,167500
0,4,23,2,2008,2,0,2,0,1,1,4,2008,293077
3,4,12,0,1950,4,4,1,0,1,2,4,2007,105000
3,4,2,5,1972,1,2,1,1,5,2,5,2006,118000
3,4,18,5,1995,5,2,2,0,1,2,7,2006,160000
3,0,18,3,1970,2,0,2,1,2,0,8,2009,197000
0,0,15,5,1993,2,0,2,1,1,1,11,2006,310000
3,4,5,2,2002,2,0,2,0,1,2,2,2006,230000
3,4,6,2,1950,5,0,1,0,2,2,6,2007,119750
0,1,7,2,1957,5,0,1,0,5,2,1,2009,84000
0,4,23,2,2008,2,0,2,0,1,0,9,2009,315500
3,4,5,5,2002,5,0,2,1,3,0,9,2008,287000
3,4,10,5,2008,5,4,1,1,1,2,5,2009,97000
3,4,10,6,1970,2,4,1,0,1,2,4,2009,80000
3,0,19,2,2000,4,0,2,0,1,1,1,2006,155000
3,4,14,5,2000,2,2,1,1,1,2,7,2008,173000
0,4,16,2,2005,0,0,2,0,1,1,8,2009,196000
3,4,20,5,1990,2,0,2,1,1,2,5,2008,262280
3,4,14,2,1981,0,4,2,1,1,0,7,2009,278000
0,1,7,2,1955,5,0,2,0,1,2,6,2009,139600
0,4,22,5,2006,2,0,3,1,3,0,7,2006,556581
1,4,5,2,1995,2,0,1,0,5,2,2,2008,145000
3,4,11,2,2006,5,4,1,0,1,2,11,2009,115000
3,4,7,2,2006,5,0,1,0,5,2,4,2010,84900
0,4,8,2,2007,5,0,2,0,1,0,8,2007,176485
0,0,5,2,2007,5,0,2,0,1,0,10,2007,200141
3,0,12,5,1978,4,4,1,1,1,1,6,2007,165000
3,4,7,2,2002,4,0,1,0,2,2,5,2010,144500
3,0,5,5,2002,2,0,2,1,1,0,11,2006,255000
3,4,14,2,1976,0,4,2,0,1,0,5,2008,180000
0,4,16,2,2005,2,0,2,0,1,1,6,2006,185850
1,2,15,5,1994,2,0,2,1,3,0,1,2009,248000
0,4,16,5,2008,2,0,2,1,1,0,7,2009,335000
0,0,6,0,1950,4,4,1,1,5,2,3,2007,220000
3,4,22,2,2001,2,0,2,0,1,0,4,2010,213500
3,4,9,2,1950,5,4,1,0,5,1,8,2008,81000
3,4,17,5,1950,5,4,2,0,5,2,9,2007,90000
3,4,17,2,1980,1,2,1,0,5,2,7,2006,110500
0,1,12,2,1966,1,0,1,1,1,1,11,2009,154000
3,4,4,5,1997,2,0,2,1,1,1,4,2010,328000
0,4,8,5,1994,5,2,2,1,1,1,5,2009,178000
3,4,12,5,1964,2,4,1,1,1,1,6,2008,167900
3,4,10,5,1973,0,2,2,1,1,0,6,2006,151400
3,4,12,1,2003,0,4,1,0,5,2,5,2007,135000
3,4,12,2,1956,1,4,1,0,1,2,6,2007,135000
3,4,14,5,1968,4,0,1,1,1,2,5,2009,154000
3,4,7,0,1950,5,1,1,0,5,2,8,2006,91500
0,0,7,5,1977,1,4,1,1,1,0,7,2009,159500
3,4,5,2,2006,5,0,2,0,1,1,5,2007,194000
3,4,6,5,1984,1,4,1,1,1,2,7,2007,219500
3,4,17,0,1989,0,2,2,0,1,2,4,2006,170000
0,0,12,2,1969,1,0,1,0,1,0,3,2006,138800
3,4,5,2,2004,2,0,1,0,1,1,5,2006,155900
3,4,5,2,1994,2,2,1,0,1,2,4,2007,126000
3,4,14,2,2004,0,0,2,0,1,1,10,2008,145000
3,0,19,2,1963,0,1,1,1,1,0,6,2010,133000
3,4,5,2,2002,5,0,2,0,1,1,9,2007,192000
3,4,12,2,1964,1,4,1,0,1,1,3,2006,160000
1,0,8,5,1996,0,2,2,1,1,0,7,2006,187500
3,4,20,6,1992,2,0,1,0,1,2,4,2010,147000
3,4,10,5,1973,1,4,1,1,1,1,5,2010,83500
3,4,21,5,2006,5,0,2,1,1,1,5,2009,252000
3,4,7,5,2004,5,0,2,0,5,2,4,2006,137500
0,4,21,2,2005,2,0,1,1,1,0,4,2006,197000
3,0,12,2,1950,5,1,2,0,5,2,6,2009,92900
3,4,21,5,2000,1,0,2,1,5,2,3,2008,160000
3,4,18,0,1950,4,1,2,0,5,2,6,2008,136500
3,0,12,2,1998,2,2,1,1,5,2,10,2006,146000
3,4,12,2,2000,1,0,1,0,1,0,5,2010,129000
0,4,5,2,2006,2,2,2,0,1,1,3,2007,176432
3,4,9,5,2006,5,4,1,1,1,2,3,2007,127000
3,4,22,2,1986,5,0,1,1,1,1,10,2007,170000
3,4,3,0,1950,1,4,1,0,5,2,7,2009,128000
0,4,14,2,1978,0,4,2,0,1,1,4,2009,157000
3,4,18,2,1950,4,4,1,0,5,2,1,2009,60000
0,4,12,2,1971,1,4,1,0,5,2,7,2007,119500
3,4,12,2,2002,4,0,1,0,1,1,4,2007,135000
3,0,12,2,1959,0,0,1,0,3,0,7,2006,159500
3,4,2,5,1970,5,4,2,1,5,2,4,2007,106000
0,0,15,5,1995,2,0,2,1,1,1,4,2010,325000
0,0,20,2,1991,2,2,2,0,1,0,5,2007,179900
2,1,8,5,2006,5,0,2,1,3,1,9,2006,274725
3,4,8,5,2000,5,0,2,1,1,1,11,2007,181000
0,4,16,2,2005,2,0,2,0,1,0,3,2009,280000
3,4,8,5,1996,2,2,2,1,1,0,6,2008,188000
3,4,14,5,1976,0,4,2,1,1,1,9,2008,205000
0,0,12,2,1957,2,4,1,0,5,2,7,2006,129900
3,4,12,2,2006,1,2,1,0,1,2,5,2007,134500
3,4,17,2,2000,4,0,1,0,5,2,8,2006,117000
3,4,16,2,2007,2,0,2,0,1,1,11,2007,318000
3,4,8,7,2002,2,0,2,1,3,0,3,2009,184100
0,2,19,2,2003,1,0,1,0,1,1,5,2008,130000
3,4,19,7,1987,5,4,1,0,3,1,12,2008,140000
3,4,12,2,1959,3,4,1,0,1,1,7,2006,133700
3,4,9,2,1950,5,4,1,0,5,2,5,2007,118400
3,4,5,2,2006,2,0,2,0,1,1,7,2006,212900
0,0,7,2,1956,5,0,1,0,2,2,10,2009,112000
3,4,7,2,2008,5,0,1,0,1,2,6,2009,118000
0,4,8,7,1992,5,2,2,1,1,0,7,2007,163900
3,4,12,2,1955,5,4,1,0,5,2,11,2009,115000
3,4,0,2,2007,5,0,2,0,1,0,6,2009,174000
2,0,8,2,2004,2,0,2,0,1,0,11,2007,259000
0,4,8,5,2005,5,0,2,1,3,0,7,2007,215000
3,4,17,6,1980,2,4,1,0,5,2,8,2007,140000
3,4,18,0,1950,1,4,2,0,5,2,12,2009,135000
3,4,11,2,1992,1,4,1,0,1,2,9,2007,93500
3,4,17,5,1950,5,4,2,0,5,2,5,2007,117500
0,4,20,5,1995,2,0,2,1,1,1,6,2009,239500
0,4,8,5,1997,5,2,2,1,1,0,8,2007,169000
3,0,3,2,1950,5,4,1,0,5,2,5,2007,102000
3,4,12,0,1950,1,4,1,0,1,2,4,2008,119000
3,4,19,0,1996,5,2,1,0,1,2,5,2010,94000
0,4,11,2,1977,0,4,2,0,1,1,5,2009,196000
0,4,3,2,1950,1,4,1,0,5,2,5,2007,144000
3,0,12,2,1951,0,4,1,0,5,2,6,2008,139000
0,1,14,5,1976,0,0,2,1,1,2,10,2009,197500
3,4,5,5,2007,2,0,3,0,3,1,4,2007,424870
3,4,19,2,1959,2,4,1,0,1,2,7,2008,80000
3,4,7,0,1950,1,1,1,0,5,2,7,2010,80000
3,4,3,0,1950,5,0,1,0,5,2,8,2006,149000
3,4,20,2,1985,2,4,2,0,1,2,5,2006,180000
3,4,6,5,1950,4,0,1,1,1,2,7,2009,174500
3,4,17,0,1950,5,4,1,0,5,2,8,2008,116900
3,4,17,5,1988,0,0,1,0,5,2,7,2009,143000
0,4,12,2,1950,5,0,1,0,1,2,11,2007,124000
3,4,7,2,1959,1,4,1,1,1,0,11,2006,149900
0,4,6,2,2004,0,0,1,0,1,0,7,2006,230000
3,0,9,2,2007,0,0,1,0,5,2,6,2008,120500
0,4,12,5,1988,0,4,1,2,1,2,5,2008,201800
0,0,24,2,2004,0,4,2,0,1,1,7,2007,218000
3,4,12,7,1999,0,2,2,0,1,1,10,2008,179900
0,4,16,2,2008,2,0,2,0,1,1,7,2009,230000
3,2,21,2,2008,5,0,2,0,1,1,6,2008,235128
3,4,14,5,1974,0,4,2,1,1,1,7,2008,185000
3,4,13,5,1978,0,1,2,1,1,2,7,2010,146000
0,1,6,2,2006,1,0,1,0,5,2,11,2008,224000
3,4,19,2,1968,1,2,1,0,1,0,5,2007,129000
3,4,19,6,1969,2,4,0,2,4,2,1,2008,108959
0,2,24,7,1978,0,0,1,1,1,2,6,2007,194000
0,4,16,2,2009,5,0,2,0,1,1,9,2009,233170
0,0,5,2,2008,5,0,2,0,1,1,2,2010,245350
0,4,8,5,2000,2,0,2,1,1,0,2,2006,173000
3,0,7,5,1986,4,0,2,0,2,2,7,2008,235000
0,1,15,5,1996,2,0,3,1,1,0,7,2006,625000
3,4,11,7,1977,0,4,1,0,1,0,7,2008,171000
3,4,12,2,1958,0,0,1,0,1,1,11,2008,163000
0,4,21,5,2007,5,0,2,1,5,0,3,2008,171900
0,4,4,0,1994,4,4,3,0,1,2,3,2007,200500
0,4,6,5,1950,4,4,2,1,5,2,7,2006,239000
3,4,15,0,2000,2,0,2,1,1,0,4,2007,285000
0,1,11,2,1985,0,4,1,0,1,2,10,2008,119500
3,4,17,0,2004,4,4,1,0,5,2,12,2009,115000
0,2,6,0,1950,5,0,1,1,5,2,7,2009,154900
3,0,7,2,1954,5,2,1,0,1,2,4,2006,93000
1,0,23,5,1991,3,0,2,1,1,0,4,2006,250000
0,4,6,2,2008,2,0,2,0,1,0,11,2008,392500
0,0,15,5,1996,2,0,3,1,1,0,7,2007,745000
3,4,17,2,1950,4,0,1,0,5,2,6,2006,120000
3,4,23,2,1963,4,2,1,1,0,1,5,2007,186700
3,4,7,0,1950,1,2,1,0,1,2,3,2006,104900
0,0,17,5,1970,1,4,2,0,4,2,8,2009,95000
3,0,15,2,1995,2,0,2,0,1,1,7,2006,262000
0,4,5,5,2002,5,0,2,1,1,1,7,2009,195000
3,4,8,5,1999,5,2,2,1,1,0,6,2010,189000
3,4,11,2,1975,1,0,1,0,0,0,3,2007,168000
3,4,21,5,2000,5,0,2,1,5,2,11,2007,174000
3,4,17,0,1994,5,2,1,0,5,2,7,2007,125000
3,2,11,2,1999,2,0,2,0,1,0,6,2009,165000
3,0,19,5,1969,0,4,1,1,1,0,3,2010,158000
0,4,8,5,2005,5,0,2,1,1,0,7,2008,176000
0,4,8,5,2006,5,0,2,1,3,0,11,2006,219210
0,0,17,4,1950,5,0,1,0,5,2,7,2006,144000
3,4,5,2,2001,5,0,2,0,1,1,6,2009,178000
3,4,19,2,1979,4,2,1,1,1,2,10,2006,148000
3,4,12,2,1970,5,2,1,0,1,2,7,2006,116050
3,0,5,5,1998,5,0,2,1,1,1,3,2009,197900
3,0,3,0,1997,5,0,1,0,5,2,5,2009,117000
3,4,5,2,2001,5,0,2,0,1,2,10,2009,213000
3,4,14,2,1975,0,0,1,1,1,1,7,2006,153500
0,1,20,2,1991,0,2,2,0,1,1,6,2009,271900
3,4,20,2,1966,4,4,1,0,5,2,11,2006,107000
3,4,5,2,2003,2,0,2,0,1,1,5,2006,200000
3,4,12,2,1980,4,4,1,0,5,2,10,2008,140000
0,1,21,2,2006,2,0,2,0,1,1,5,2006,290000
3,4,20,5,1992,5,0,2,1,1,1,5,2010,189000
0,4,8,0,2005,2,2,2,0,2,1,6,2010,164000
3,4,7,2,1950,4,4,1,0,1,2,8,2009,113000
0,1,19,7,2001,2,0,0,0,1,2,5,2006,145000
0,4,12,6,1962,1,4,1,0,1,2,5,2006,134500
0,4,19,2,1966,4,4,1,0,5,1,5,2007,125000
3,4,19,0,1978,5,4,2,0,1,2,4,2010,112000
3,4,21,2,2009,2,0,2,0,1,1,9,2009,229456
3,4,3,0,1950,5,2,1,0,1,2,7,2006,80500
3,4,2,5,1971,5,4,1,1,1,2,4,2006,91500
0,4,12,2,1964,4,4,1,0,1,2,11,2006,115000
3,4,19,2,1968,1,0,1,0,1,2,8,2008,134000
3,4,12,0,1950,4,0,2,0,1,2,1,2007,143000
3,4,12,2,1951,3,4,2,0,5,2,10,2006,137900
0,4,8,5,2005,2,0,2,1,1,0,2,2008,184000
3,4,12,7,1958,2,0,1,0,1,1,6,2007,145000
0,1,21,5,2007,5,0,2,1,3,0,1,2008,214000
3,0,12,2,2008,0,0,1,0,5,2,12,2008,147000
3,0,16,2,2008,2,0,1,1,1,0,10,2008,367294
3,4,12,7,1960,0,2,2,0,2,2,8,2008,127000
0,4,19,0,1977,2,0,2,2,3,1,8,2007,190000
3,4,12,7,1962,0,4,1,0,1,2,5,2006,132500
3,2,12,2,1962,5,4,2,0,4,2,3,2007,101800
0,4,12,2,1959,4,1,1,0,1,1,5,2010,142000
3,4,18,5,1950,5,4,1,1,1,2,11,2008,130000
3,4,6,5,1950,5,2,1,1,5,2,7,2006,138887
3,4,16,5,2003,5,0,2,1,3,1,6,2010,175500
1,2,5,5,2005,5,0,2,1,3,0,9,2006,195000
3,4,20,2,2005,5,0,1,1,5,2,3,2006,142500
0,4,23,2,2006,2,0,2,0,1,1,12,2007,265900
3,4,5,5,2003,2,0,2,1,1,1,7,2008,224900
3,4,21,2,2007,5,0,2,0,1,1,6,2007,248328
3,4,14,6,1974,2,4,2,0,1,1,1,2010,170000
3,4,16,2,2006,2,0,2,1,1,0,9,2006,465000
0,0,6,5,1950,5,1,1,0,5,2,6,2006,230000
3,4,14,7,2003,5,0,3,1,3,0,1,2007,178000
3,4,21,5,2006,5,0,2,1,1,1,3,2006,186500
0,4,11,7,1976,2,4,1,0,1,2,5,2010,169900
3,4,17,4,1950,4,1,1,1,5,2,4,2008,129500
3,4,12,2,1950,1,4,1,0,1,2,5,2007,119000
3,0,12,2,1968,0,0,2,1,1,0,4,2010,244000
0,0,16,2,2003,5,0,2,0,1,1,3,2006,171750
3,4,11,2,1968,1,4,1,0,1,1,11,2009,130000
0,4,24,5,2003,3,4,2,1,1,1,7,2007,294000
3,4,7,5,2004,5,0,2,1,3,0,7,2008,165400
3,4,3,0,1950,3,4,1,0,5,2,11,2007,127500
0,0,15,2,1994,2,0,2,0,1,0,8,2008,301500
3,0,7,2,1950,5,0,1,0,1,2,7,2009,99900
0,4,8,7,2005,2,0,2,0,1,0,7,2008,190000
3,2,12,2,1969,0,2,1,1,1,2,7,2008,151000
2,1,8,5,1999,5,0,2,1,3,0,6,2009,181000
3,4,12,2,1956,4,2,1,0,1,2,6,2009,128900
3,4,4,0,1989,5,0,1,0,1,2,11,2009,161500
3,4,3,5,1950,5,0,1,0,5,2,7,2007,180500
3,4,12,2,1999,2,0,2,0,1,0,8,2008,181000
3,3,21,5,1999,2,0,2,1,5,2,3,2006,183900
0,4,17,4,1950,5,4,1,1,5,2,1,2007,122000
0,4,23,2,2009,5,0,2,0,1,0,5,2010,378500
0,4,6,0,1997,4,0,3,1,3,2,5,2008,381000
3,4,12,0,1958,1,4,1,1,1,2,7,2007,144000
3,4,4,2,1979,2,4,0,1,1,0,4,2010,260000
0,4,14,2,1968,5,2,2,0,1,1,8,2009,185750
0,1,19,2,1965,1,4,1,0,1,2,11,2006,137000
0,0,7,7,2006,0,2,1,0,2,1,5,2008,177000
3,0,6,0,2003,5,0,2,0,5,2,11,2007,139000
3,0,12,5,1950,4,2,2,0,5,2,7,2007,137000
0,1,14,5,1972,1,4,1,1,1,2,12,2009,162000
0,1,14,7,1976,0,1,1,1,1,1,6,2009,197900
3,4,5,5,2002,2,0,2,1,1,1,3,2008,237000
3,4,9,0,1950,5,4,1,0,5,1,4,2010,68400
0,4,5,2,2002,2,0,2,0,1,1,3,2009,227000
0,1,23,2,1990,0,4,2,0,1,0,7,2006,180000
0,4,5,2,2008,3,4,2,0,5,2,9,2009,150500
3,0,11,5,1971,5,4,2,2,1,2,4,2010,139000
3,4,18,0,1990,5,0,2,0,5,2,3,2010,169000
3,4,3,0,1950,5,0,1,0,5,2,5,2009,132500
3,4,14,2,1963,0,4,1,1,1,2,6,2010,143000
0,4,4,2,1964,4,1,2,0,1,2,6,2006,190000
0,4,22,2,2000,2,0,2,0,1,0,10,2009,278000
0,4,16,5,2006,5,0,2,1,3,0,10,2006,281000
0,0,12,7,1964,2,4,1,0,1,1,4,2010,180500
3,4,2,5,1972,0,4,2,1,5,2,2,2009,119500
3,0,17,5,1965,5,4,2,0,1,1,12,2009,107500
3,4,14,5,1976,2,4,2,1,1,1,3,2006,162900
3,4,7,2,1990,4,4,1,0,5,2,4,2006,115000
3,4,12,2,1968,1,2,1,1,1,1,11,2006,138500
3,4,12,2,1963,0,2,2,0,1,1,12,2008,155000
3,4,7,6,2006,2,2,2,0,2,0,6,2006,140000
2,0,7,5,2008,2,0,2,1,1,0,1,2008,160000
3,4,12,2,1994,3,0,1,1,1,1,5,2010,154000
0,1,8,5,1999,2,0,2,1,1,0,5,2009,225000
0,4,6,5,1950,1,1,1,0,1,2,11,2009,177500
3,4,15,5,1994,2,0,2,1,1,1,12,2006,290000
3,4,21,2,2005,5,0,2,0,1,1,4,2006,232000
3,4,7,5,2004,5,0,2,0,5,2,4,2006,130000
0,0,16,2,2007,2,0,2,0,1,0,11,2009,325000
0,4,16,2,2006,5,0,2,0,1,1,9,2006,202500
3,4,5,2,1995,0,0,1,0,5,2,5,2009,138000
3,4,17,2,2005,2,0,1,0,1,2,5,2008,147000
3,4,20,2,1991,2,2,2,0,1,1,6,2008,179200
3,4,6,2,2002,2,4,2,0,1,0,5,2010,335000
3,4,5,2,2007,2,0,2,0,1,1,1,2007,203000
0,4,15,5,1990,2,0,2,1,1,1,6,2007,302000
0,0,15,5,1999,5,0,2,1,3,0,5,2010,333168
3,4,7,2,1954,4,0,1,0,5,2,10,2007,119000
3,4,12,5,1969,0,4,2,1,1,2,6,2008,206900
0,4,5,2,2008,5,0,2,0,1,1,1,2009,295493
3,0,21,2,2007,5,0,2,0,1,1,4,2007,208900
1,1,5,2,2002,5,0,2,0,1,1,8,2006,275000
3,4,7,2,1954,0,0,1,0,1,2,2,2007,111000
3,4,12,2,1957,0,2,1,1,1,1,6,2009,156500
0,0,3,2,1950,5,4,1,0,5,2,7,2008,72500
0,4,15,5,1992,2,0,2,1,1,1,6,2010,190000
3,4,3,2,1950,3,2,1,0,1,2,12,2009,82500
3,4,21,2,2007,5,0,2,0,1,1,2,2007,147000
3,4,9,2,1950,5,1,1,0,1,2,1,2008,55000
3,4,7,2,2006,4,0,1,0,1,2,5,2007,79000
3,4,11,2,2008,0,0,1,0,1,2,10,2008,130500
3,0,17,0,1950,3,0,2,0,5,2,6,2008,256000
0,4,8,5,1998,5,2,2,1,1,0,6,2006,176500
3,4,21,2,2006,5,0,2,0,1,1,12,2007,227000
0,4,5,7,1976,0,2,1,0,5,2,7,2006,132500
3,4,7,2,1958,0,0,1,0,5,2,5,2009,100000
3,0,9,0,1995,5,0,1,1,5,2,7,2006,125500
3,4,2,5,1970,3,4,1,1,1,2,5,2009,125000
3,4,14,2,1977,0,4,2,0,1,1,4,2009,167900
0,4,14,2,1973,5,4,2,0,5,2,11,2008,135000
0,0,17,2,1950,5,1,1,0,1,2,3,2006,52500
0,0,5,5,2002,2,0,2,1,3,1,6,2006,200000
0,0,5,2,1972,4,0,1,0,1,1,6,2006,128500
3,4,12,2,1971,5,4,1,0,5,2,6,2007,123000
